time_s,current_A,heat_per_cell_W
50.8754,15.0000,4.5000
51.3257,15.0000,4.5000
51.7759,15.0000,4.5000
52.2261,15.0000,4.5000
52.6763,15.0000,4.5000
53.1266,15.0000,4.5000
53.5768,15.0000,4.5000
54.0270,15.0000,4.5000
54.4772,15.0000,4.5000
54.9275,15.0000,4.5000
55.3777,15.0000,4.5000
55.8279,15.0000,4.5000
56.2781,15.0000,4.5000
56.7284,15.0000,4.5000
57.1786,15.0000,4.5000
57.6288,15.0000,4.5000
58.0790,15.0000,4.5000
58.5293,15.0000,4.5000
58.9795,15.0000,4.5000
59.4297,15.0000,4.5000
59.8799,15.0000,4.5000
60.3302,15.0000,4.5000
60.7804,15.0000,4.5000
61.2306,15.0000,4.5000
61.6808,15.0000,4.5000
62.1311,15.0000,4.5000
62.5813,15.0000,4.5000
63.0315,15.0000,4.5000
63.4817,15.0000,4.5000
63.9320,15.0000,4.5000
64.3822,15.0000,4.5000
64.8324,15.0000,4.5000
65.2826,15.0000,4.5000
65.7329,15.0000,4.5000
66.1831,15.0000,4.5000
66.6333,15.0000,4.5000
67.0835,15.0000,4.5000
67.5338,15.0000,4.5000
67.9840,15.0000,4.5000
68.4342,15.0000,4.5000
68.8844,15.0000,4.5000
69.3347,15.0000,4.5000
69.7849,15.0000,4.5000
70.2351,15.0000,4.5000
70.6853,15.0000,4.5000
71.1356,15.0000,4.5000
71.5858,15.0000,4.5000
72.0360,15.0000,4.5000
72.4862,15.0000,4.5000
72.9365,15.0000,4.5000
73.3867,15.0000,4.5000
73.8369,15.0000,4.5000
74.2871,15.0000,4.5000
74.7374,15.0000,4.5000
75.1876,15.0000,4.5000
75.6378,15.0000,4.5000
76.0880,15.0000,4.5000
76.5383,15.0000,4.5000
76.9885,15.0000,4.5000
77.4387,15.0000,4.5000
77.8889,15.0000,4.5000
78.3392,15.0000,4.5000
78.7894,15.0000,4.5000
79.2396,15.0000,4.5000
79.6898,15.0000,4.5000
80.1401,15.0000,4.5000
80.5903,15.0000,4.5000
81.0405,15.0000,4.5000
81.4907,15.0000,4.5000
81.9410,15.0000,4.5000
82.3912,15.0000,4.5000
82.8414,15.0000,4.5000
83.2916,15.0000,4.5000
83.7419,15.0000,4.5000
84.1921,15.0000,4.5000
84.6423,15.0000,4.5000
85.0925,15.0000,4.5000
85.5428,15.0000,4.5000
85.9930,15.0000,4.5000
86.4432,15.0000,4.5000
86.8934,15.0000,4.5000
87.3437,15.0000,4.5000
87.7939,15.0000,4.5000
88.2441,15.0000,4.5000
88.6943,15.0000,4.5000
89.1446,15.0000,4.5000
89.5948,15.0000,4.5000
90.0450,15.0000,4.5000
90.4952,15.0000,4.5000
90.9455,15.0000,4.5000
91.3957,15.0000,4.5000
91.8459,15.0000,4.5000
92.2961,15.0000,4.5000
92.7464,15.0000,4.5000
93.1966,15.0000,4.5000
93.6468,15.0000,4.5000
94.0970,15.0000,4.5000
94.5473,15.0000,4.5000
94.9975,15.0000,4.5000
95.4477,15.0000,4.5000
95.8979,15.0000,4.5000
96.3482,15.0000,4.5000
96.7984,15.0000,4.5000
97.2486,15.0000,4.5000
97.6988,15.0000,4.5000
98.1491,15.0000,4.5000
98.5993,15.0000,4.5000
99.0495,15.0000,4.5000
99.4997,15.0000,4.5000
99.9500,15.0000,4.5000
100.4002,15.0000,4.5000
100.8504,15.0000,4.5000
101.3007,15.0000,4.5000
101.7509,15.0000,4.5000
102.2011,15.0000,4.5000
102.6513,15.0000,4.5000
103.1016,15.0000,4.5000
103.5518,15.0000,4.5000
104.0020,15.0000,4.5000
104.4522,15.0000,4.5000
104.9025,15.0000,4.5000
105.3527,15.0000,4.5000
105.8029,15.0000,4.5000
106.2531,15.0000,4.5000
106.7034,15.0000,4.5000
107.1536,15.0000,4.5000
107.6038,15.0000,4.5000
108.0540,15.0000,4.5000
108.5043,15.0000,4.5000
108.9545,15.0000,4.5000
109.4047,15.0000,4.5000
109.8549,15.0000,4.5000
110.3052,15.0000,4.5000
110.7554,15.0000,4.5000
111.2056,15.0000,4.5000
111.6558,15.0000,4.5000
112.1061,15.0000,4.5000
112.5563,15.0000,4.5000
113.0065,15.0000,4.5000
113.4567,15.0000,4.5000
113.9070,15.0000,4.5000
114.3572,15.0000,4.5000
114.8074,15.0000,4.5000
115.2576,15.0000,4.5000
115.7079,15.0000,4.5000
116.1581,15.0000,4.5000
116.6083,15.0000,4.5000
117.0585,15.0000,4.5000
117.5088,15.0000,4.5000
117.9590,15.0000,4.5000
118.4092,15.0000,4.5000
118.8594,15.0000,4.5000
119.3097,15.0000,4.5000
119.7599,15.0000,4.5000
120.2101,15.0000,4.5000
120.6603,15.0000,4.5000
121.1106,15.0000,4.5000
121.5608,15.0000,4.5000
122.0110,15.0000,4.5000
122.4612,15.0000,4.5000
122.9115,15.0000,4.5000
123.3617,15.0000,4.5000
123.8119,15.0000,4.5000
124.2621,15.0000,4.5000
124.7124,15.0000,4.5000
125.1626,15.0000,4.5000
125.6128,15.0000,4.5000
126.0630,15.0000,4.5000
126.5133,15.0000,4.5000
126.9635,15.0000,4.5000
127.4137,15.0000,4.5000
127.8639,15.0000,4.5000
128.3142,15.0000,4.5000
128.7644,15.0000,4.5000
129.2146,15.0000,4.5000
129.6648,15.0000,4.5000
130.1151,15.0000,4.5000
130.5653,15.0000,4.5000
131.0155,15.0000,4.5000
131.4657,15.0000,4.5000
131.9160,15.0000,4.5000
132.3662,15.0000,4.5000
132.8164,15.0000,4.5000
133.2666,15.0000,4.5000
133.7169,15.0000,4.5000
134.1671,15.0000,4.5000
134.6173,15.0000,4.5000
135.0675,15.0000,4.5000
135.5178,15.0000,4.5000
135.9680,15.0000,4.5000
136.4182,15.0000,4.5000
136.8684,15.0000,4.5000
137.3187,15.0000,4.5000
137.7689,15.0000,4.5000
138.2191,15.0000,4.5000
138.6693,15.0000,4.5000
139.1196,15.0000,4.5000
139.5698,15.0000,4.5000
140.0200,15.0000,4.5000
140.4702,15.0000,4.5000
140.9205,15.0000,4.5000
141.3707,15.0000,4.5000
141.8209,15.0000,4.5000
142.2711,15.0000,4.5000
142.7214,15.0000,4.5000
143.1716,15.0000,4.5000
143.6218,15.0000,4.5000
144.0720,15.0000,4.5000
144.5223,15.0000,4.5000
144.9725,15.0000,4.5000
145.4227,15.0000,4.5000
145.8729,15.0000,4.5000
146.3232,15.0000,4.5000
146.7734,15.0000,4.5000
147.2236,15.0000,4.5000
147.6738,15.0000,4.5000
148.1241,15.0000,4.5000
148.5743,15.0000,4.5000
149.0245,15.0000,4.5000
149.4747,15.0000,4.5000
149.9250,15.0000,4.5000
150.3752,15.0000,4.5000
150.8254,15.0000,4.5000
151.2756,15.0000,4.5000
151.7259,15.0000,4.5000
152.1761,15.0000,4.5000
152.6263,15.0000,4.5000
153.0765,15.0000,4.5000
153.5268,15.0000,4.5000
153.9770,15.0000,4.5000
154.4272,15.0000,4.5000
154.8774,15.0000,4.5000
155.3277,15.0000,4.5000
155.7779,15.0000,4.5000
156.2281,15.0000,4.5000
156.6783,15.0000,4.5000
157.1286,15.0000,4.5000
157.5788,15.0000,4.5000
158.0290,15.0000,4.5000
158.4792,15.0000,4.5000
158.9295,15.0000,4.5000
159.3797,15.0000,4.5000
159.8299,15.0000,4.5000
160.2801,15.0000,4.5000
160.7304,15.0000,4.5000
161.1806,15.0000,4.5000
161.6308,15.0000,4.5000
162.0810,15.0000,4.5000
162.5313,15.0000,4.5000
162.9815,15.0000,4.5000
163.4317,15.0000,4.5000
163.8819,15.0000,4.5000
164.3322,15.0000,4.5000
164.7824,15.0000,4.5000
165.2326,15.0000,4.5000
165.6828,15.0000,4.5000
166.1331,15.0000,4.5000
166.5833,15.0000,4.5000
167.0335,15.0000,4.5000
167.4837,15.0000,4.5000
167.9340,15.0000,4.5000
168.3842,15.0000,4.5000
168.8344,15.0000,4.5000
169.2846,15.0000,4.5000
169.7349,15.0000,4.5000
170.1851,15.0000,4.5000
170.6353,15.0000,4.5000
171.0855,15.0000,4.5000
171.5358,15.0000,4.5000
171.9860,15.0000,4.5000
172.4362,15.0000,4.5000
172.8864,15.0000,4.5000
173.3367,15.0000,4.5000
173.7869,15.0000,4.5000
174.2371,15.0000,4.5000
174.6873,15.0000,4.5000
175.1376,15.0000,4.5000
175.5878,15.0000,4.5000
176.0380,15.0000,4.5000
176.4882,15.0000,4.5000
176.9385,15.0000,4.5000
177.3887,15.0000,4.5000
177.8389,15.0000,4.5000
178.2891,15.0000,4.5000
178.7394,15.0000,4.5000
179.1896,15.0000,4.5000
179.6398,15.0000,4.5000
180.0900,15.0000,4.5000
180.5403,15.0000,4.5000
180.9905,15.0000,4.5000
181.4407,15.0000,4.5000
181.8909,15.0000,4.5000
182.3412,15.0000,4.5000
182.7914,15.0000,4.5000
183.2416,15.0000,4.5000
183.6918,15.0000,4.5000
184.1421,15.0000,4.5000
184.5923,15.0000,4.5000
185.0425,15.0000,4.5000
185.4927,15.0000,4.5000
185.9430,15.0000,4.5000
186.3932,15.0000,4.5000
186.8434,15.0000,4.5000
187.2936,15.0000,4.5000
187.7439,15.0000,4.5000
188.1941,15.0000,4.5000
188.6443,15.0000,4.5000
189.0945,15.0000,4.5000
189.5448,15.0000,4.5000
189.9950,15.0000,4.5000
190.4452,15.0000,4.5000
190.8954,15.0000,4.5000
191.3457,15.0000,4.5000
191.7959,15.0000,4.5000
192.2461,15.0000,4.5000
192.6963,15.0000,4.5000
193.1466,15.0000,4.5000
193.5968,15.0000,4.5000
194.0470,15.0000,4.5000
194.4972,15.0000,4.5000
194.9475,15.0000,4.5000
195.3977,15.0000,4.5000
195.8479,15.0000,4.5000
196.2981,15.0000,4.5000
196.7484,15.0000,4.5000
197.1986,15.0000,4.5000
197.6488,15.0000,4.5000
198.0990,15.0000,4.5000
198.5493,15.0000,4.5000
198.9995,15.0000,4.5000
199.4497,15.0000,4.5000
199.8999,15.0000,4.5000
200.3502,15.0000,4.5000
200.8004,15.0000,4.5000
201.2506,15.0000,4.5000
201.7009,15.0000,4.5000
202.1511,15.0000,4.5000
202.6013,15.0000,4.5000
203.0515,15.0000,4.5000
203.5018,15.0000,4.5000
203.9520,15.0000,4.5000
204.4022,15.0000,4.5000
204.8524,15.0000,4.5000
205.3027,15.0000,4.5000
205.7529,15.0000,4.5000
206.2031,15.0000,4.5000
206.6533,15.0000,4.5000
207.1036,15.0000,4.5000
207.5538,15.0000,4.5000
208.0040,15.0000,4.5000
208.4542,15.0000,4.5000
208.9045,15.0000,4.5000
209.3547,15.0000,4.5000
209.8049,15.0000,4.5000
210.2551,15.0000,4.5000
210.7054,15.0000,4.5000
211.1556,15.0000,4.5000
211.6058,15.0000,4.5000
212.0560,15.0000,4.5000
212.5063,15.0000,4.5000
212.9565,15.0000,4.5000
213.4067,15.0000,4.5000
213.8569,15.0000,4.5000
214.3072,15.0000,4.5000
214.7574,15.0000,4.5000
215.2076,15.0000,4.5000
215.6578,15.0000,4.5000
216.1081,15.0000,4.5000
216.5583,15.0000,4.5000
217.0085,15.0000,4.5000
217.4587,15.0000,4.5000
217.9090,15.0000,4.5000
218.3592,15.0000,4.5000
218.8094,15.0000,4.5000
219.2596,15.0000,4.5000
219.7099,15.0000,4.5000
220.1601,15.0000,4.5000
220.6103,15.0000,4.5000
221.0605,15.0000,4.5000
221.5108,15.0000,4.5000
221.9610,15.0000,4.5000
222.4112,15.0000,4.5000
222.8614,15.0000,4.5000
223.3117,15.0000,4.5000
223.7619,15.0000,4.5000
224.2121,15.0000,4.5000
224.6623,15.0000,4.5000
225.1126,15.0000,4.5000
225.5628,15.0000,4.5000
226.0130,15.0000,4.5000
226.4632,15.0000,4.5000
226.9135,15.0000,4.5000
227.3637,15.0000,4.5000
227.8139,15.0000,4.5000
228.2641,15.0000,4.5000
228.7144,15.0000,4.5000
229.1646,15.0000,4.5000
229.6148,15.0000,4.5000
230.0650,15.0000,4.5000
230.5153,15.0000,4.5000
230.9655,15.0000,4.5000
231.4157,15.0000,4.5000
231.8659,15.0000,4.5000
232.3162,15.0000,4.5000
232.7664,15.0000,4.5000
233.2166,15.0000,4.5000
233.6668,15.0000,4.5000
234.1171,15.0000,4.5000
234.5673,15.0000,4.5000
235.0175,15.0000,4.5000
235.4677,15.0000,4.5000
235.9180,15.0000,4.5000
236.3682,15.0000,4.5000
236.8184,15.0000,4.5000
237.2686,15.0000,4.5000
237.7189,15.0000,4.5000
238.1691,15.0000,4.5000
238.6193,15.0000,4.5000
239.0695,15.0000,4.5000
239.5198,15.0000,4.5000
239.9700,15.0000,4.5000
240.4202,15.0000,4.5000
240.8704,15.0000,4.5000
241.3207,15.0000,4.5000
241.7709,15.0000,4.5000
242.2211,15.0000,4.5000
242.6713,15.0000,4.5000
243.1216,15.0000,4.5000
243.5718,15.0000,4.5000
244.0220,15.0000,4.5000
244.4722,15.0000,4.5000
244.9225,15.0000,4.5000
245.3727,15.0000,4.5000
245.8229,15.0000,4.5000
246.2731,15.0000,4.5000
246.7234,15.0000,4.5000
247.1736,15.0000,4.5000
247.6238,15.0000,4.5000
248.0740,15.0000,4.5000
248.5243,15.0000,4.5000
248.9745,15.0000,4.5000
249.4247,15.0000,4.5000
249.8749,15.0000,4.5000
250.3252,15.0000,4.5000
250.7754,15.0000,4.5000
251.2256,15.0000,4.5000
251.6758,15.0000,4.5000
252.1261,15.0000,4.5000
252.5763,15.0000,4.5000
253.0265,15.0000,4.5000
253.4767,15.0000,4.5000
253.9270,15.0000,4.5000
254.3772,15.0000,4.5000
254.8274,15.0000,4.5000
255.2776,15.0000,4.5000
255.7279,15.0000,4.5000
256.1781,15.0000,4.5000
256.6283,15.0000,4.5000
257.0785,15.0000,4.5000
257.5288,15.0000,4.5000
257.9790,15.0000,4.5000
258.4292,15.0000,4.5000
258.8794,15.0000,4.5000
259.3297,15.0000,4.5000
259.7799,15.0000,4.5000
260.2301,15.0000,4.5000
260.6803,15.0000,4.5000
261.1306,15.0000,4.5000
261.5808,15.0000,4.5000
262.0310,15.0000,4.5000
262.4812,15.0000,4.5000
262.9315,15.0000,4.5000
263.3817,15.0000,4.5000
263.8319,15.0000,4.5000
264.2821,15.0000,4.5000
264.7324,15.0000,4.5000
265.1826,15.0000,4.5000
265.6328,15.0000,4.5000
266.0830,15.0000,4.5000
266.5333,15.0000,4.5000
266.9835,15.0000,4.5000
267.4337,15.0000,4.5000
267.8839,15.0000,4.5000
268.3342,15.0000,4.5000
268.7844,15.0000,4.5000
269.2346,15.0000,4.5000
269.6848,15.0000,4.5000
270.1351,15.0000,4.5000
270.5853,15.0000,4.5000
271.0355,15.0000,4.5000
271.4857,15.0000,4.5000
271.9360,15.0000,4.5000
272.3862,15.0000,4.5000
272.8364,15.0000,4.5000
273.2866,15.0000,4.5000
273.7369,15.0000,4.5000
274.1871,15.0000,4.5000
274.6373,15.0000,4.5000
275.0875,15.0000,4.5000
275.5378,15.0000,4.5000
275.9880,15.0000,4.5000
276.4382,15.0000,4.5000
276.8884,15.0000,4.5000
277.3387,15.0000,4.5000
277.7889,15.0000,4.5000
278.2391,15.0000,4.5000
278.6893,15.0000,4.5000
279.1396,15.0000,4.5000
279.5898,15.0000,4.5000
280.0400,15.0000,4.5000
280.4902,15.0000,4.5000
280.9405,15.0000,4.5000
281.3907,15.0000,4.5000
281.8409,15.0000,4.5000
282.2911,15.0000,4.5000
282.7414,15.0000,4.5000
283.1916,15.0000,4.5000
283.6418,15.0000,4.5000
284.0920,15.0000,4.5000
284.5423,15.0000,4.5000
284.9925,15.0000,4.5000
285.4427,15.0000,4.5000
285.8929,15.0000,4.5000
286.3432,15.0000,4.5000
286.7934,15.0000,4.5000
287.2436,15.0000,4.5000
287.6938,15.0000,4.5000
288.1441,15.0000,4.5000
288.5943,15.0000,4.5000
289.0445,15.0000,4.5000
289.4947,15.0000,4.5000
289.9450,15.0000,4.5000
290.3952,15.0000,4.5000
290.8454,15.0000,4.5000
291.2956,15.0000,4.5000
291.7459,15.0000,4.5000
292.1961,15.0000,4.5000
292.6463,15.0000,4.5000
293.0965,15.0000,4.5000
293.5468,15.0000,4.5000
293.9970,15.0000,4.5000
294.4472,15.0000,4.5000
294.8974,15.0000,4.5000
295.3477,15.0000,4.5000
295.7979,15.0000,4.5000
296.2481,15.0000,4.5000
296.6983,15.0000,4.5000
297.1486,15.0000,4.5000
297.5988,15.0000,4.5000
298.0490,15.0000,4.5000
298.4992,15.0000,4.5000
298.9495,15.0000,4.5000
299.3997,15.0000,4.5000
299.8499,15.0000,4.5000
300.3002,15.0000,4.5000
300.7504,15.0000,4.5000
301.2006,15.0000,4.5000
301.6508,15.0000,4.5000
302.1011,15.0000,4.5000
302.5513,15.0000,4.5000
303.0015,15.0000,4.5000
303.4517,15.0000,4.5000
303.9020,15.0000,4.5000
304.3522,15.0000,4.5000
304.8024,15.0000,4.5000
305.2526,15.0000,4.5000
305.7029,15.0000,4.5000
306.1531,15.0000,4.5000
306.6033,15.0000,4.5000
307.0535,15.0000,4.5000
307.5038,15.0000,4.5000
307.9540,15.0000,4.5000
308.4042,15.0000,4.5000
308.8544,15.0000,4.5000
309.3047,15.0000,4.5000
309.7549,15.0000,4.5000
310.2051,15.0000,4.5000
310.6553,15.0000,4.5000
311.1056,15.0000,4.5000
311.5558,15.0000,4.5000
312.0060,15.0000,4.5000
312.4562,15.0000,4.5000
312.9065,15.0000,4.5000
313.3567,15.0000,4.5000
313.8069,15.0000,4.5000
314.2571,15.0000,4.5000
314.7074,15.0000,4.5000
315.1576,15.0000,4.5000
315.6078,15.0000,4.5000
316.0580,15.0000,4.5000
316.5083,15.0000,4.5000
316.9585,15.0000,4.5000
317.4087,15.0000,4.5000
317.8589,15.0000,4.5000
318.3092,15.0000,4.5000
318.7594,15.0000,4.5000
319.2096,15.0000,4.5000
319.6598,15.0000,4.5000
320.1101,15.0000,4.5000
320.5603,15.0000,4.5000
321.0105,15.0000,4.5000
321.4607,15.0000,4.5000
321.9110,15.0000,4.5000
322.3612,15.0000,4.5000
322.8114,15.0000,4.5000
323.2616,15.0000,4.5000
323.7119,15.0000,4.5000
324.1621,15.0000,4.5000
324.6123,15.0000,4.5000
325.0625,15.0000,4.5000
325.5128,15.0000,4.5000
325.9630,15.0000,4.5000
326.4132,15.0000,4.5000
326.8634,15.0000,4.5000
327.3137,15.0000,4.5000
327.7639,15.0000,4.5000
328.2141,15.0000,4.5000
328.6643,15.0000,4.5000
329.1146,15.0000,4.5000
329.5648,15.0000,4.5000
330.0150,15.0000,4.5000
330.4652,15.0000,4.5000
330.9155,15.0000,4.5000
331.3657,15.0000,4.5000
331.8159,15.0000,4.5000
332.2661,15.0000,4.5000
332.7164,15.0000,4.5000
333.1666,15.0000,4.5000
333.6168,15.0000,4.5000
334.0670,15.0000,4.5000
334.5173,15.0000,4.5000
334.9675,15.0000,4.5000
335.4177,15.0000,4.5000
335.8679,15.0000,4.5000
336.3182,15.0000,4.5000
336.7684,15.0000,4.5000
337.2186,15.0000,4.5000
337.6688,15.0000,4.5000
338.1191,15.0000,4.5000
338.5693,15.0000,4.5000
339.0195,15.0000,4.5000
339.4697,15.0000,4.5000
339.9200,15.0000,4.5000
340.3702,15.0000,4.5000
340.8204,15.0000,4.5000
341.2706,15.0000,4.5000
341.7209,15.0000,4.5000
342.1711,15.0000,4.5000
342.6213,15.0000,4.5000
343.0715,15.0000,4.5000
343.5218,15.0000,4.5000
343.9720,15.0000,4.5000
344.4222,15.0000,4.5000
344.8724,15.0000,4.5000
345.3227,15.0000,4.5000
345.7729,15.0000,4.5000
346.2231,15.0000,4.5000
346.6733,15.0000,4.5000
347.1236,15.0000,4.5000
347.5738,15.0000,4.5000
348.0240,15.0000,4.5000
348.4742,15.0000,4.5000
348.9245,15.0000,4.5000
349.3747,15.0000,4.5000
349.8249,15.0000,4.5000
350.2751,15.0000,4.5000
350.7254,15.0000,4.5000
351.1756,15.0000,4.5000
351.6258,15.0000,4.5000
352.0760,15.0000,4.5000
352.5263,15.0000,4.5000
352.9765,15.0000,4.5000
353.4267,15.0000,4.5000
353.8769,15.0000,4.5000
354.3272,15.0000,4.5000
354.7774,15.0000,4.5000
355.2276,15.0000,4.5000
355.6778,15.0000,4.5000
356.1281,15.0000,4.5000
356.5783,15.0000,4.5000
357.0285,15.0000,4.5000
357.4787,15.0000,4.5000
357.9290,15.0000,4.5000
358.3792,15.0000,4.5000
358.8294,15.0000,4.5000
359.2796,15.0000,4.5000
359.7299,15.0000,4.5000
360.1801,15.0000,4.5000
360.6303,15.0000,4.5000
361.0805,15.0000,4.5000
361.5308,15.0000,4.5000
361.9810,15.0000,4.5000
362.4312,15.0000,4.5000
362.8814,15.0000,4.5000
363.3317,15.0000,4.5000
363.7819,15.0000,4.5000
364.2321,15.0000,4.5000
364.6823,15.0000,4.5000
365.1326,15.0000,4.5000
365.5828,15.0000,4.5000
366.0330,15.0000,4.5000
366.4832,15.0000,4.5000
366.9335,15.0000,4.5000
367.3837,15.0000,4.5000
367.8339,15.0000,4.5000
368.2841,15.0000,4.5000
368.7344,15.0000,4.5000
369.1846,15.0000,4.5000
369.6348,15.0000,4.5000
370.0850,15.0000,4.5000
370.5353,15.0000,4.5000
370.9855,15.0000,4.5000
371.4357,15.0000,4.5000
371.8859,15.0000,4.5000
372.3362,15.0000,4.5000
372.7864,15.0000,4.5000
373.2366,15.0000,4.5000
373.6868,15.0000,4.5000
374.1371,15.0000,4.5000
374.5873,15.0000,4.5000
375.0375,15.0000,4.5000
375.4877,15.0000,4.5000
375.9380,15.0000,4.5000
376.3882,15.0000,4.5000
376.8384,15.0000,4.5000
377.2886,15.0000,4.5000
377.7389,15.0000,4.5000
378.1891,15.0000,4.5000
378.6393,15.0000,4.5000
379.0895,15.0000,4.5000
379.5398,15.0000,4.5000
379.9900,15.0000,4.5000
380.4402,15.0000,4.5000
380.8904,15.0000,4.5000
381.3407,15.0000,4.5000
381.7909,15.0000,4.5000
382.2411,15.0000,4.5000
382.6913,15.0000,4.5000
383.1416,15.0000,4.5000
383.5918,15.0000,4.5000
384.0420,15.0000,4.5000
384.4922,15.0000,4.5000
384.9425,15.0000,4.5000
385.3927,15.0000,4.5000
385.8429,15.0000,4.5000
386.2931,15.0000,4.5000
386.7434,15.0000,4.5000
387.1936,15.0000,4.5000
387.6438,15.0000,4.5000
388.0940,15.0000,4.5000
388.5443,15.0000,4.5000
388.9945,15.0000,4.5000
389.4447,15.0000,4.5000
389.8949,15.0000,4.5000
390.3452,15.0000,4.5000
390.7954,15.0000,4.5000
391.2456,15.0000,4.5000
391.6958,15.0000,4.5000
392.1461,15.0000,4.5000
392.5963,15.0000,4.5000
393.0465,15.0000,4.5000
393.4967,15.0000,4.5000
393.9470,15.0000,4.5000
394.3972,15.0000,4.5000
394.8474,15.0000,4.5000
395.2976,15.0000,4.5000
395.7479,15.0000,4.5000
396.1981,15.0000,4.5000
396.6483,15.0000,4.5000
397.0985,15.0000,4.5000
397.5488,15.0000,4.5000
397.9990,15.0000,4.5000
398.4492,15.0000,4.5000
398.8994,15.0000,4.5000
399.3497,15.0000,4.5000
399.7999,15.0000,4.5000
400.2501,15.0000,4.5000
400.7004,15.0000,4.5000
401.1506,15.0000,4.5000
401.6008,15.0000,4.5000
402.0510,15.0000,4.5000
402.5013,15.0000,4.5000
402.9515,15.0000,4.5000
403.4017,15.0000,4.5000
403.8519,15.0000,4.5000
404.3022,15.0000,4.5000
404.7524,15.0000,4.5000
405.2026,15.0000,4.5000
405.6528,15.0000,4.5000
406.1031,15.0000,4.5000
406.5533,15.0000,4.5000
407.0035,15.0000,4.5000
407.4537,15.0000,4.5000
407.9040,15.0000,4.5000
408.3542,15.0000,4.5000
408.8044,15.0000,4.5000
409.2546,15.0000,4.5000
409.7049,15.0000,4.5000
410.1551,15.0000,4.5000
410.6053,15.0000,4.5000
411.0555,15.0000,4.5000
411.5058,15.0000,4.5000
411.9560,15.0000,4.5000
412.4062,15.0000,4.5000
412.8564,15.0000,4.5000
413.3067,15.0000,4.5000
413.7569,15.0000,4.5000
414.2071,15.0000,4.5000
414.6573,15.0000,4.5000
415.1076,15.0000,4.5000
415.5578,15.0000,4.5000
416.0080,15.0000,4.5000
416.4582,15.0000,4.5000
416.9085,15.0000,4.5000
417.3587,15.0000,4.5000
417.8089,15.0000,4.5000
418.2591,15.0000,4.5000
418.7094,15.0000,4.5000
419.1596,15.0000,4.5000
419.6098,15.0000,4.5000
420.0600,15.0000,4.5000
420.5103,15.0000,4.5000
420.9605,15.0000,4.5000
421.4107,15.0000,4.5000
421.8609,15.0000,4.5000
422.3112,15.0000,4.5000
422.7614,15.0000,4.5000
423.2116,15.0000,4.5000
423.6618,15.0000,4.5000
424.1121,15.0000,4.5000
424.5623,15.0000,4.5000
425.0125,15.0000,4.5000
425.4627,15.0000,4.5000
425.9130,15.0000,4.5000
426.3632,15.0000,4.5000
426.8134,15.0000,4.5000
427.2636,15.0000,4.5000
427.7139,15.0000,4.5000
428.1641,15.0000,4.5000
428.6143,15.0000,4.5000
429.0645,15.0000,4.5000
429.5148,15.0000,4.5000
429.9650,15.0000,4.5000
430.4152,15.0000,4.5000
430.8654,15.0000,4.5000
431.3157,15.0000,4.5000
431.7659,15.0000,4.5000
432.2161,15.0000,4.5000
432.6663,15.0000,4.5000
433.1166,15.0000,4.5000
433.5668,15.0000,4.5000
434.0170,15.0000,4.5000
434.4672,15.0000,4.5000
434.9175,15.0000,4.5000
435.3677,15.0000,4.5000
435.8179,15.0000,4.5000
436.2681,15.0000,4.5000
436.7184,15.0000,4.5000
437.1686,15.0000,4.5000
437.6188,15.0000,4.5000
438.0690,15.0000,4.5000
438.5193,15.0000,4.5000
438.9695,15.0000,4.5000
439.4197,15.0000,4.5000
439.8699,15.0000,4.5000
440.3202,15.0000,4.5000
440.7704,15.0000,4.5000
441.2206,15.0000,4.5000
441.6708,15.0000,4.5000
442.1211,15.0000,4.5000
442.5713,15.0000,4.5000
443.0215,15.0000,4.5000
443.4717,15.0000,4.5000
443.9220,15.0000,4.5000
444.3722,15.0000,4.5000
444.8224,15.0000,4.5000
445.2726,15.0000,4.5000
445.7229,15.0000,4.5000
446.1731,15.0000,4.5000
446.6233,15.0000,4.5000
447.0735,15.0000,4.5000
447.5238,15.0000,4.5000
447.9740,15.0000,4.5000
448.4242,15.0000,4.5000
448.8744,15.0000,4.5000
449.3247,15.0000,4.5000
449.7749,15.0000,4.5000
450.2251,15.0000,4.5000
450.6753,15.0000,4.5000
451.1256,15.0000,4.5000
451.5758,15.0000,4.5000
452.0260,15.0000,4.5000
452.4762,15.0000,4.5000
452.9265,15.0000,4.5000
453.3767,15.0000,4.5000
453.8269,15.0000,4.5000
454.2771,15.0000,4.5000
454.7274,15.0000,4.5000
455.1776,15.0000,4.5000
455.6278,15.0000,4.5000
456.0780,15.0000,4.5000
456.5283,15.0000,4.5000
456.9785,15.0000,4.5000
457.4287,15.0000,4.5000
457.8789,15.0000,4.5000
458.3292,15.0000,4.5000
458.7794,15.0000,4.5000
459.2296,15.0000,4.5000
459.6798,15.0000,4.5000
460.1301,15.0000,4.5000
460.5803,15.0000,4.5000
461.0305,15.0000,4.5000
461.4807,15.0000,4.5000
461.9310,15.0000,4.5000
462.3812,15.0000,4.5000
462.8314,15.0000,4.5000
463.2816,15.0000,4.5000
463.7319,15.0000,4.5000
464.1821,15.0000,4.5000
464.6323,15.0000,4.5000
465.0825,15.0000,4.5000
465.5328,15.0000,4.5000
465.9830,15.0000,4.5000
466.4332,15.0000,4.5000
466.8834,15.0000,4.5000
467.3337,15.0000,4.5000
467.7839,15.0000,4.5000
468.2341,15.0000,4.5000
468.6843,15.0000,4.5000
469.1346,15.0000,4.5000
469.5848,15.0000,4.5000
470.0350,15.0000,4.5000
